SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Floors,Windows,PreviousSalePrice
550.0,1.0,3.0,343.13,14.55,5.0,116.43,29.31,93.82,1.14,5.0,3.0,6.0,1.0,20.0,165158.522
1016.55,4.0,4.0,858.46,12.71,10.0,39.27,37.92,99.58,1.06,7.0,4.0,7.0,1.0,23.0,356721.2944
786.87,2.0,2.0,866.61,43.0,4.0,52.62,6.05,93.8,1.56,5.0,8.0,8.0,1.0,12.0,64558.8037
1181.63,1.0,4.0,512.76,59.36,5.0,42.98,0.06,91.87,1.99,4.0,5.0,7.0,1.0,13.0,284510.0905
1051.52,3.0,3.0,282.39,50.93,10.0,97.33,30.19,93.01,2.46,4.0,10.0,7.0,1.0,17.0,395432.9156
875.26,2.0,2.0,557.67,16.5,7.0,65.41,4.36,96.5,1.26,3.0,4.0,5.0,1.0,20.0,90195.87773
856.95,2.0,3.0,382.5,25.33,9.0,26.41,29.51,93.75,2.6,8.0,8.0,7.0,1.0,10.0,153369.3663
1035.22,4.0,5.0,387.71,19.58,10.0,3.25,13.18,91.06,0.7,7.0,7.0,6.0,1.0,20.0,707849.1411
612.75,1.0,4.0,361.9,21.8,5.0,88.59,10.54,91.56,1.77,2.0,5.0,8.0,1.0,13.0,54109.40558
1567.18,1.0,2.0,1056.24,7.67,5.0,34.74,22.53,97.04,1.59,6.0,8.0,8.0,1.0,20.0,280102.9819
1599.41,2.0,3.0,1047.22,7.56,7.0,86.6,15.78,87.05,0.73,4.0,2.0,3.0,1.0,16.0,237751.4908
1228.67,2.0,3.0,255.69,20.08,8.0,137.10750000000002,18.17,91.63,0.84,3.0,1.0,4.0,1.0,10.0,417785.7389
864.67,4.0,2.0,893.85,50.87,6.0,40.38,18.33,99.9,0.93,4.0,5.0,5.0,1.0,14.0,195383.4664
1774.02,1.0,3.0,559.58,44.85,8.0,64.57,1.07,92.95,1.18,4.0,2.0,5.0,1.0,14.0,361855.2389
1636.48,1.0,2.0,284.29,62.06,5.0,8.38,7.52,95.02,1.24,6.0,4.0,5.0,1.0,16.0,242071.7353
1323.84,4.0,1.0,541.45,30.8,7.0,72.15,1.95,99.7,0.99,6.0,5.0,9.0,1.0,8.0,471436.2409
851.23,2.0,3.0,496.61,54.61,5.0,20.81,11.08,92.43,1.37,6.0,1.0,6.0,1.0,22.0,403933.0113
733.87,2.0,1.0,578.69,61.01,3.0,8.42,15.59,86.9,1.74,6.0,1.0,2.0,1.0,13.0,139985.5433
1817.51,2.0,2.0,796.01,39.32,7.0,25.04,18.16,91.06,1.73,3.0,6.0,6.0,1.0,33.5,382243.0397
1243.56,3.0,3.0,1062.65,8.56,6.0,47.64,43.01,85.78,1.21,2.0,7.0,5.0,1.0,26.0,266991.8902
1305.51,2.0,4.0,783.75,51.56,9.0,32.58,9.78,96.21,1.33,4.0,2.0,3.0,1.0,17.0,330388.3901
550.0,1.0,4.0,293.84,43.91,7.0,18.44,19.33,80.42375000000001,1.22,3.0,9.0,4.0,1.0,24.0,149791.0076
1418.33,4.0,3.0,1128.52,36.31,9.0,66.04,20.72,97.68,0.87,9.0,7.0,7.0,1.0,9.0,517157.8648
2368.87,5.0,4.0,700.53,52.71,10.0,5.82,2.18,99.56,0.89,9.0,8.0,9.0,1.0,14.0,777690.5729624999
1076.92,1.0,2.0,2.04,28.23,4.0,82.35,8.37,95.4,1.68,5.0,8.0,7.0,1.0,13.0,154221.0775
1465.01,1.0,4.0,779.62,37.95,7.0,82.81,41.14,90.37,0.94,5.0,8.0,4.0,1.0,17.0,503354.5742
824.68,2.0,4.0,443.81,21.28,9.0,50.93,7.16,85.32,0.93,5.0,3.0,6.0,1.0,11.0,463591.4701
878.12,1.0,2.0,204.15,62.45,6.0,66.76,35.38,92.27,2.05,3.0,1.0,2.0,1.0,19.0,18217.6246
550.0,1.0,3.0,402.31,21.18,7.0,53.75,16.86,81.49,1.82,4.0,7.0,8.0,1.0,24.0,76514.14433
1093.75,1.0,2.0,558.96,20.56,8.0,44.17,29.92,99.9,0.6,5.0,5.0,4.0,1.0,16.0,284987.3859
1035.83,2.0,1.0,1.71,29.27,5.0,34.67,20.19,93.4,1.15,1.0,1.0,2.0,1.0,24.0,19660.26532
721.17,1.0,4.0,209.36,73.48,5.0,11.6,11.94,96.98,1.32,4.0,8.0,5.0,1.0,19.0,106659.6535
1169.09,4.0,3.0,688.39,54.04,8.0,82.66,9.28,87.71,1.12,4.0,4.0,6.0,1.0,11.0,378119.5744
873.68,3.0,3.0,249.09,23.16,9.0,24.34,18.27,99.9,0.97,4.0,7.0,8.0,1.0,19.0,309136.6687
550.0,4.0,4.0,304.92,58.32,7.0,10.43,21.46,97.14,0.85,4.0,2.0,4.0,1.0,31.0,453043.1062
550.0,3.0,2.0,528.74,20.07,9.0,56.82,14.92,96.88,1.32,7.0,9.0,6.0,1.0,20.0,155384.2047
953.78,2.0,2.0,360.56,26.11,5.0,8.04,28.72,91.76,2.2,3.0,10.0,7.0,1.0,6.0,135806.6345
550.0,1.0,3.0,576.18,50.25,6.0,1.6,18.78,91.75,1.86,1.0,7.0,6.0,1.0,11.0,381.1989165
1042.11,2.0,4.0,23.68,25.92,10.0,27.33,3.85,95.94,0.88,5.0,10.0,8.0,1.0,20.0,461232.1004
570.62,3.0,3.0,215.78,46.15,7.0,39.43,36.54,94.45,1.34,6.0,5.0,8.0,1.0,11.0,268033.2901
634.81,2.0,5.0,623.14,36.13,8.0,8.96,15.25,93.55,0.69,8.0,10.0,8.0,1.0,33.5,342853.1214
1048.34,2.0,4.0,1239.55,39.38,4.0,40.77,6.13,90.29,1.77,5.0,10.0,9.0,1.0,8.0,470563.7363
550.0,2.0,2.0,405.75,48.02,6.0,12.9,19.32,98.28,1.25,5.0,5.0,6.0,1.0,12.0,236700.7652
777.85,2.0,3.0,431.85,37.36,6.0,41.82,36.63,92.55,1.07,6.0,5.0,6.0,1.0,27.0,226236.0328
1057.49,2.0,4.0,821.7,81.73,6.0,103.79,38.51,97.78,0.84,5.0,9.0,8.0,1.0,10.0,294568.6723
762.97,2.0,5.0,778.49,63.01,7.0,7.04,12.92,83.62,1.66,6.0,9.0,7.0,1.0,13.0,370892.6448
783.23,3.0,3.0,538.66,26.05,9.0,108.61,34.64,91.01,2.2,7.0,6.0,7.0,1.0,13.0,319815.8342
1615.16,1.0,4.0,906.21,35.01,10.0,51.01,7.22,95.46,1.96,4.0,10.0,7.0,1.0,14.0,315862.6185
1113.09,1.0,3.0,857.27,6.19,8.0,30.43,9.0,91.8,1.75,6.0,10.0,10.0,1.0,27.0,338082.4175
1249.39,5.0,3.0,499.06,15.52,10.0,75.37,1.36,90.43,1.37,8.0,7.0,6.0,1.0,12.0,387028.2366
1600.28,1.0,3.0,570.58,33.28,8.0,86.67,3.35,87.81,1.65,7.0,2.0,5.0,1.0,15.0,198845.6067
550.0,1.0,2.0,288.62,51.03,4.0,111.13,9.2,94.8,1.3,1.0,7.0,6.0,1.0,9.0,249262.4642
550.0,3.0,4.0,731.51,6.5,8.0,74.26,11.1,95.27,0.82,7.0,1.0,6.0,1.0,14.0,205015.8322
550.0,4.0,3.0,197.22,14.03,10.0,9.56,26.63,99.9,0.54,5.0,10.0,6.0,1.0,8.0,267771.3422
913.27,2.0,4.0,41.47,37.97,4.0,81.2,10.7,98.1,1.48,5.0,6.0,6.0,1.0,15.0,379674.6453
550.0,1.0,3.0,396.2,39.23,4.0,90.28,24.25,92.89,1.68,2.0,5.0,6.0,1.0,16.0,120272.4573
1567.09,2.0,2.0,468.89,37.41,8.0,97.63,3.03,93.67,1.92,7.0,5.0,3.0,1.0,12.0,311559.397
1227.08,1.0,3.0,257.05,30.55,3.0,26.32,2.67,93.1,1.44,7.0,5.0,6.0,1.0,14.0,372053.034
1114.92,2.0,3.0,597.83,30.82,8.0,89.57,32.61,93.26,2.39,4.0,2.0,3.0,1.0,13.0,209435.4559
1150.13,3.0,2.0,112.35,5.1,4.0,56.49,9.46,99.9,1.3,3.0,1.0,5.0,1.0,15.0,285602.9024
1333.31,3.0,5.0,378.03,54.59,6.0,40.84,5.6,87.99,2.52,6.0,2.0,5.0,1.0,17.0,525656.2378
550.0,1.0,3.0,419.54,57.21,3.0,67.94,21.2,97.79,1.68,5.0,6.0,8.0,1.0,14.0,37194.15316
903.05,2.0,3.0,631.11,13.26,5.0,42.27,41.51,95.66,0.99,6.0,8.0,8.0,1.0,17.0,328083.4477
1171.54,1.0,4.0,739.56,22.8,9.0,53.26,10.98,93.34,0.28,7.0,10.0,9.0,1.0,12.0,415743.0665
789.27,3.0,3.0,779.57,58.5,10.0,27.45,7.97,95.13,1.3,9.0,7.0,7.0,1.0,13.0,348235.3266
595.71,4.0,1.0,347.03,35.65,4.0,85.39,26.09,85.8,1.86,2.0,8.0,10.0,1.0,19.0,25436.2984
1504.65,4.0,1.0,699.89,54.47,9.0,52.02,11.65,99.0,0.61,6.0,10.0,9.0,1.0,24.0,312831.7573
722.71,1.0,3.0,701.84,8.39,8.0,59.63,18.78,97.56,2.14,4.0,6.0,9.0,1.0,12.0,136719.3674
864.82,1.0,3.0,429.09,44.84,3.0,59.61,14.3,90.06,1.74,4.0,1.0,4.0,1.0,13.0,193087.4171
691.53,1.0,1.0,635.06,2.12,6.0,137.10750000000002,19.99,98.28,2.29,1.0,5.0,6.0,1.0,6.0,149066.96
872.78,2.0,3.0,351.0,29.3,7.0,25.18,0.53,85.19,1.69,4.0,7.0,7.0,1.0,10.0,220569.3106
1055.06,2.0,3.0,890.91,68.04,6.0,29.97,26.56,91.61,2.25,4.0,9.0,7.0,1.0,7.0,177581.3499
725.74,1.0,3.0,710.46,23.4,7.0,42.88,3.28,95.48,1.17,5.0,2.0,3.0,1.0,15.0,156556.7193
1042.39,2.0,4.0,644.06,20.25,8.0,32.15,17.42,89.8,1.0,6.0,7.0,4.0,1.0,28.0,357687.596
1441.51,2.0,2.0,560.35,2.19,8.0,58.22,25.69,99.9,1.22,3.0,1.0,4.0,1.0,3.0,257725.6918
1122.06,1.0,2.0,145.52,56.0,4.0,65.31,34.52,97.85,1.77,3.0,7.0,9.0,1.0,20.0,8905.622496
550.0,2.0,4.0,888.51,17.61,7.0,17.51,6.37,93.86,1.33,4.0,2.0,2.0,1.0,15.0,46233.16324
1215.43,2.0,5.0,114.55,25.14,9.0,33.75,12.0,92.57,2.18,5.0,3.0,4.0,1.0,9.0,441603.7678
1290.48,1.0,4.0,436.65,10.65,10.0,30.57,9.48,96.67,1.12,7.0,10.0,6.0,1.0,19.0,422199.1312
550.0,1.0,3.0,337.16,20.54,4.0,33.87,13.55,91.67,0.58,2.0,4.0,5.0,1.0,16.0,29371.38837
550.0,2.0,3.0,513.93,21.3,8.0,42.5,15.83,85.08,1.16,5.0,7.0,8.0,1.0,23.0,53450.58546
550.0,4.0,4.0,818.08,1.83,7.0,109.91,25.82,98.78,1.93,8.0,7.0,8.0,1.0,15.0,446630.7699
1487.28,1.0,3.0,160.18,15.28,7.0,64.99,9.46,95.94,1.49,6.0,8.0,6.0,1.0,28.0,221990.5057
720.82,2.0,2.0,875.02,33.01,6.0,64.39,18.36,92.89,1.75,5.0,7.0,3.0,1.0,17.0,117689.5115
1580.54,2.0,1.0,768.23,30.45,7.0,16.64,13.95,90.72,2.07,7.0,7.0,7.0,1.0,3.0,392679.1607
1487.75,2.0,3.0,298.14,52.23,5.0,21.73,19.61,99.9,1.57,5.0,6.0,4.0,1.0,5.0,412664.6238
779.1,1.0,2.0,627.22,31.39,3.0,107.99,41.19,99.9,1.28,3.0,3.0,4.0,1.0,24.0,83682.36213
1886.86,3.0,4.0,257.81,19.25,10.0,16.45,11.76,80.67,0.95,7.0,9.0,9.0,1.0,17.0,777690.5729624999
860.54,2.0,3.0,525.04,23.29,6.0,123.1,21.53,96.77,1.6,5.0,8.0,10.0,1.0,15.0,191561.7763
1356.81,3.0,4.0,472.25,1.61,7.0,46.49,11.41,96.46,1.27,6.0,7.0,7.0,1.0,3.0,532605.1107
720.33,2.0,4.0,550.78,25.88,8.0,26.14,0.83,95.38,1.53,4.0,10.0,6.0,1.0,11.0,277091.1304
1070.66,3.0,4.0,253.99,19.08,9.0,42.25,38.3,90.01,1.71,6.0,1.0,2.0,1.0,14.0,379133.1527
1088.51,1.0,2.0,543.77,45.8,6.0,23.34,9.8,89.62,0.71,5.0,5.0,5.0,1.0,13.0,255137.6006
629.0,2.0,3.0,263.65,37.84,7.0,110.24,6.42,88.62,2.04,5.0,2.0,4.0,1.0,10.0,147363.7161
550.0,1.0,2.0,701.03,18.47,3.0,29.59,30.86,96.84,2.12,2.0,2.0,3.0,1.0,29.0,165992.0991
612.01,1.0,3.0,296.06,18.74,6.0,52.65,4.44,80.42375000000001,1.34,5.0,9.0,7.0,1.0,33.5,198485.0714
1437.02,2.0,5.0,1230.93,7.73,7.0,33.29,22.41,98.62,1.28,9.0,6.0,7.0,1.0,14.0,777690.5729624999
1014.33,2.0,2.0,340.75,42.34,5.0,15.66,35.01,89.29,1.77,4.0,10.0,9.0,1.0,9.0,189581.5167
550.0,4.0,3.0,788.48,29.26,8.0,15.13,10.3,93.66,1.28,6.0,10.0,9.0,1.0,16.0,208118.5017
550.0,2.0,3.0,416.13,60.9,8.0,10.23,30.24,85.71,1.8,7.0,5.0,6.0,1.0,19.0,182127.8824
1672.6,2.0,3.0,744.28,11.36,9.0,45.94,20.19,87.49,1.23,7.0,1.0,5.0,1.0,16.0,588116.9171
1701.34,1.0,3.0,798.06,57.15,8.0,36.11,5.43,89.93,0.13999999999999968,6.0,7.0,7.0,1.0,9.0,323495.5492
550.0,2.0,1.0,1047.11,44.9,5.0,11.89,30.43,96.61,2.2,1.0,10.0,9.0,1.0,16.0,196153.7507
1358.27,2.0,3.0,279.96,24.99,9.0,74.8,33.43,86.09,1.74,6.0,3.0,7.0,1.0,23.0,249309.6342
801.77,2.0,5.0,135.67,36.55,7.0,55.26,20.33,91.46,0.98,4.0,5.0,7.0,1.0,32.0,428494.8875
1101.32,2.0,3.0,627.87,30.98,6.0,13.68,23.01,92.08,1.3,5.0,7.0,2.0,1.0,24.0,258664.8462
1599.75,3.0,4.0,802.63,23.38,10.0,53.49,28.04,99.9,1.0,5.0,10.0,9.0,1.0,9.0,657176.4633
942.18,1.0,3.0,721.79,10.89,8.0,36.56,3.86,94.98,1.61,4.0,9.0,5.0,1.0,18.0,43162.40544
1417.34,2.0,2.0,374.73,37.63,3.0,61.04,13.47,84.4,1.02,4.0,8.0,6.0,1.0,16.0,84379.08845
1216.33,4.0,4.0,298.63,11.06,10.0,10.06,13.57,99.9,1.36,7.0,7.0,6.0,1.0,17.0,777690.5729624999
1648.71,3.0,2.0,817.04,50.29,7.0,13.37,10.32,84.28,1.79,8.0,2.0,6.0,1.0,33.5,313643.8912
550.0,1.0,2.0,427.19,33.22,7.0,3.64,14.83,86.33,0.96,2.0,9.0,7.0,1.0,17.0,24879.27194
1596.29,2.0,3.0,1016.59,36.79,6.0,74.34,9.32,99.9,1.61,7.0,4.0,5.0,1.0,8.0,390021.9643
550.0,1.0,3.0,589.75,29.66,6.0,101.9,22.36,92.29,1.42,6.0,5.0,5.0,1.0,7.0,51581.59873
1156.86,4.0,4.0,299.83,15.05,10.0,12.72,6.58,99.9,0.69,7.0,9.0,7.0,1.0,33.5,457005.2394
956.16,3.0,4.0,87.49,55.86,7.0,13.63,0.79,86.95,1.66,6.0,7.0,6.0,1.0,16.0,524110.9902
696.64,1.0,5.0,435.51,33.41,8.0,137.10750000000002,22.22,99.9,2.03,3.0,6.0,6.0,1.0,13.0,308918.3544
882.68,1.0,3.0,351.27,23.34,5.0,104.31,15.5,96.97,1.27,5.0,3.0,6.0,1.0,6.0,226798.5945
1453.22,2.0,4.0,176.69,50.55,6.0,27.35,1.98,96.81,0.89,5.0,6.0,8.0,1.0,11.0,656474.9021
1092.67,2.0,4.0,963.26,21.94,10.0,61.41,15.54,88.35,1.97,9.0,2.0,4.0,1.0,3.0,314066.6652
550.0,3.0,3.0,179.5,42.87,6.0,75.7,6.09,87.27,2.42,1.0,8.0,5.0,1.0,21.0,49650.41995
1155.32,3.0,4.0,773.04,61.11,10.0,98.26,23.92,99.9,2.34,8.0,7.0,8.0,1.0,18.0,405567.3961
1111.38,2.0,2.0,882.33,38.89,9.0,99.46,12.38,99.9,0.89,9.0,7.0,8.0,1.0,16.0,256351.6329
1059.64,1.0,3.0,30.61,9.72,10.0,52.9,12.65,95.99,1.15,4.0,4.0,5.0,1.0,12.0,195374.2452
728.28,1.0,2.0,502.84,61.14,7.0,36.32,24.5,83.88,1.62,2.0,7.0,6.0,1.0,20.0,12965.57583
550.0,3.0,5.0,862.8,28.86,9.0,68.23,1.65,92.26,1.77,7.0,9.0,6.0,1.0,28.0,408307.0565
733.8,4.0,3.0,274.49,37.07,8.0,45.93,15.06,92.54,1.97,4.0,5.0,7.0,1.0,12.0,376227.7171
1124.14,2.0,3.0,676.66,61.77,5.0,12.43,17.74,86.87,1.49,2.0,3.0,5.0,1.0,10.0,183605.3285
1305.44,2.0,3.0,401.45,12.72,9.0,58.49,7.95,96.11,1.69,6.0,5.0,5.0,1.0,33.5,335768.0375
554.01,1.0,4.0,105.83,32.7,7.0,105.32,8.68,91.7,1.47,4.0,4.0,6.0,1.0,10.0,72295.53104
1655.1,1.0,4.0,648.73,8.28,6.0,137.10750000000002,12.15,88.33,2.26,6.0,10.0,5.0,1.0,13.0,412096.9847
1236.0,4.0,3.0,384.98,23.15,10.0,24.69,51.165000000000006,97.74,1.4,7.0,8.0,6.0,1.0,12.0,309275.2442
733.56,1.0,1.0,510.23,38.18,6.0,45.71,21.94,86.38,1.13,2.0,4.0,5.0,1.0,4.0,159153.8674
921.63,2.0,3.0,524.67,43.72,8.0,5.11,28.41,92.78,1.3,5.0,10.0,10.0,1.0,20.0,428727.4842
1478.81,1.0,4.0,421.19,13.92,9.0,24.46,25.23,95.44,1.49,6.0,7.0,8.0,1.0,17.0,189545.3847
550.0,3.0,4.0,727.82,36.87,9.0,25.26,13.54,95.83,1.66,5.0,5.0,7.0,1.0,17.0,211106.8653
1342.22,2.0,2.0,1079.89,19.53,7.0,48.7,44.05,99.82,1.46,6.0,2.0,6.0,1.0,13.0,57892.6098
661.64,2.0,2.0,703.67,36.01,8.0,22.11,0.75,89.58,1.26,3.0,6.0,6.0,1.0,24.0,79531.61924
1327.13,2.0,6.0,907.65,21.57,10.0,32.06,10.09,99.68,2.06,7.0,7.0,8.0,1.0,21.0,417848.0712
1281.8,3.0,3.0,858.82,50.4,7.0,85.11,2.22,90.12,1.15,8.0,8.0,5.0,1.0,11.0,487583.0329
863.02,2.0,3.0,105.48,77.15,6.0,46.46,37.37,95.26,1.86,4.0,5.0,6.0,1.0,10.0,304209.7172
1082.47,4.0,5.0,428.3,3.82,10.0,4.91,0.14,97.6,1.08,9.0,9.0,7.0,1.0,9.0,657714.0226
1231.79,5.0,3.0,450.69,15.71,10.0,4.62,3.15,97.27,1.73,7.0,10.0,7.0,1.0,20.0,533195.0276
550.0,2.0,1.0,358.44,33.05,3.0,82.54,37.2,89.04,1.27,1.0,7.0,4.0,1.0,18.0,187325.0791
550.0,1.0,1.0,797.71,37.65,7.0,32.96,32.42,92.23,1.15,3.0,7.0,7.0,1.0,15.0,262887.0514
1148.7,2.0,4.0,555.46,3.27,7.0,100.13,28.76,93.35,1.49,4.0,6.0,5.0,1.0,16.0,257736.8465
550.0,2.0,2.0,317.55,0.81,8.0,42.06,16.87,98.28,2.09,5.0,8.0,7.0,1.0,13.0,82466.39473
1203.36,3.0,2.0,190.19,39.23,7.0,72.55,15.64,98.94,0.66,7.0,4.0,7.0,1.0,20.0,282252.9809
1313.05,2.0,5.0,789.87,30.11,10.0,49.79,8.0,99.53,1.33,7.0,5.0,7.0,1.0,23.0,399639.294
550.0,2.0,2.0,710.52,43.63,5.0,67.01,27.19,85.83,1.05,1.0,1.0,6.0,1.0,6.0,122271.0407
1549.26,1.0,4.0,209.02,45.18,10.0,10.61,9.52,94.28,0.48,6.0,8.0,7.0,1.0,19.0,500448.5343
1581.07,3.0,3.0,885.17,25.67,10.0,33.39,7.31,96.54,0.88,6.0,5.0,6.0,1.0,8.0,415147.2679
1264.09,1.0,4.0,383.4,44.75,5.0,13.59,3.44,94.32,1.73,6.0,10.0,10.0,1.0,7.0,200389.3077
776.1,3.0,4.0,621.49,19.34,9.0,2.02,19.35,87.03,1.15,5.0,10.0,7.0,1.0,16.0,471855.0206
1708.43,3.0,3.0,673.86,35.68,8.0,85.52,8.14,88.64,0.66,6.0,5.0,5.0,1.0,7.0,453310.583
808.03,1.0,2.0,401.62,31.34,7.0,47.0,19.64,98.47,1.05,4.0,6.0,4.0,1.0,10.0,20057.45809
550.0,4.0,3.0,670.25,15.53,7.0,93.8,1.6,99.9,0.4,4.0,1.0,4.0,1.0,17.0,112062.9117
1158.98,1.0,3.0,126.54,23.96,10.0,84.29,20.01,99.9,1.36,7.0,1.0,3.0,1.0,8.0,164522.6787
858.81,3.0,3.0,567.14,29.75,6.0,25.04,28.27,93.51,1.36,6.0,4.0,3.0,1.0,5.0,309375.5433
1692.33,4.0,2.0,812.38,55.26,9.0,20.98,4.59,97.43,1.78,6.0,10.0,8.0,1.0,17.0,648046.6656
1197.81,2.0,1.0,628.9,2.21,9.0,24.35,15.88,98.21,1.81,4.0,6.0,3.0,1.0,16.0,37002.76829
550.0,1.0,3.0,251.84,50.61,6.0,60.57,9.75,92.34,1.78,4.0,7.0,9.0,1.0,5.0,27035.13747
1663.43,4.0,5.0,939.55,38.33,10.0,2.29,9.1,95.28,1.65,9.0,8.0,7.0,1.0,11.0,770650.5756
1446.72,2.0,4.0,96.14,27.24,7.0,62.44,7.56,86.73,1.46,4.0,8.0,9.0,1.0,33.5,394956.0053
909.16,4.0,4.0,707.07,44.32,7.0,40.09,25.92,83.2,1.93,4.0,10.0,10.0,1.0,4.0,483317.3027
786.83,1.0,5.0,459.72,33.12,7.0,65.18,8.71,99.33,0.63,5.0,8.0,10.0,1.0,20.0,342677.9211
966.94,5.0,3.0,674.08,6.77,5.0,58.14,2.06,97.52,1.04,5.0,8.0,7.0,1.0,16.0,490902.7079
767.05,4.0,2.0,101.45,33.59,9.0,80.14,25.5,90.79,1.33,7.0,8.0,7.0,1.0,16.0,281037.7764
1384.34,2.0,1.0,514.0,56.25,4.0,57.42,2.02,87.3,1.99,3.0,5.0,3.0,1.0,13.0,155055.7088
550.0,1.0,4.0,338.81,42.26,4.0,98.64,24.7,99.45,1.39,2.0,5.0,8.0,1.0,18.0,28890.23481
1581.99,2.0,4.0,971.33,12.2,7.0,73.96,11.8,99.9,1.28,8.0,4.0,3.0,1.0,5.0,588706.1492
736.99,1.0,3.0,146.82,82.91125,3.0,37.11,15.46,93.33,1.39,4.0,2.0,6.0,1.0,32.0,75214.39433
632.37,2.0,3.0,804.15,38.96,7.0,19.22,22.32,99.9,1.0,3.0,3.0,5.0,1.0,18.0,249761.8952
1048.62,2.0,3.0,639.01,1.84,9.0,0.05,13.59,99.9,1.64,8.0,8.0,8.0,1.0,12.0,225910.9942
554.35,1.0,3.0,198.32,31.51,7.0,80.3,8.17,85.1,1.34,4.0,7.0,5.0,1.0,9.0,47422.38379
673.84,1.0,3.0,349.34,22.54,7.0,20.48,4.86,90.17,0.87,5.0,1.0,3.0,1.0,17.0,22376.63009
862.04,2.0,4.0,23.67,7.96,7.0,89.78,14.97,95.04,1.21,6.0,4.0,4.0,1.0,6.0,348796.9462
550.0,2.0,5.0,267.23,27.71,8.0,54.0,18.65,97.25,2.38,6.0,10.0,8.0,1.0,17.0,381913.321
550.0,2.0,5.0,449.56,2.26,10.0,44.63,19.49,99.9,1.67,8.0,9.0,8.0,1.0,20.0,411091.0311
1072.14,4.0,2.0,410.06,54.33,10.0,6.48,11.51,99.9,0.93,6.0,6.0,4.0,1.0,18.0,283928.2198
990.47,4.0,3.0,742.61,10.73,9.0,20.94,1.66,87.77,1.36,7.0,9.0,8.0,1.0,18.0,469945.3412
550.0,1.0,3.0,727.66,31.2,4.0,5.52,18.41,89.01,1.54,3.0,6.0,7.0,1.0,25.0,18600.98567
2229.45,3.0,4.0,889.08,50.44,10.0,53.9,6.3,99.9,1.88,8.0,7.0,6.0,1.0,13.0,777690.5729624999
1572.85,2.0,4.0,543.34,62.4,7.0,4.47,22.43,93.88,1.17,6.0,3.0,8.0,1.0,6.0,376999.0587
550.0,1.0,3.0,610.78,36.83,8.0,57.32,20.71,93.03,0.82,3.0,4.0,4.0,1.0,11.0,107113.7257
1513.75,2.0,4.0,462.52,31.62,7.0,32.43,32.14,98.58,1.72,3.0,6.0,7.0,1.0,10.0,457800.9591
898.6,2.0,4.0,487.97,36.58,8.0,48.95,5.53,99.46,1.71,7.0,1.0,9.0,1.0,3.0,246723.6366
1496.97,2.0,4.0,2.36,36.21,9.0,56.53,20.19,95.63,1.14,8.0,2.0,6.0,1.0,18.0,638079.8857
1589.14,2.0,3.0,59.83,78.42,8.0,35.79,0.11,99.9,1.77,7.0,10.0,10.0,1.0,15.0,422854.9797
550.0,1.0,2.0,468.55,4.29,7.0,15.24,38.54,91.28,1.55,4.0,10.0,9.0,1.0,29.0,9369.4789
1308.37,2.0,5.0,422.95,3.25,9.0,66.67,18.92,86.32,1.89,7.0,10.0,8.0,1.0,11.0,464991.0505
2115.54,3.0,1.0,1054.76,35.47,7.0,5.16,30.55,94.48,1.73,6.0,9.0,5.0,1.0,21.0,360130.9808
1994.58,3.0,2.0,375.71,1.9,5.0,44.95,0.14,94.39,1.04,3.0,10.0,8.0,1.0,15.0,436417.34
932.72,2.0,3.0,605.21,33.19,7.0,22.83,0.24,96.92,1.49,4.0,7.0,6.0,1.0,33.5,197963.0301
896.81,3.0,4.0,501.62,50.41,8.0,36.43,25.7,83.91,1.14,4.0,4.0,6.0,1.0,21.0,375487.8369
845.78,2.0,2.0,579.32,17.02,8.0,68.41,33.88,91.95,0.68,5.0,5.0,5.0,1.0,9.0,145105.6944
1578.44,3.0,2.0,331.71,22.33,9.0,13.24,14.24,98.64,0.99,5.0,3.0,5.0,1.0,23.0,426162.4888
550.0,2.0,4.0,319.62,7.15,7.0,13.66,27.62,94.87,1.37,5.0,10.0,6.0,1.0,13.0,144741.6853
820.47,2.0,2.0,678.76,36.6,9.0,24.39,32.53,95.92,0.57,8.0,10.0,9.0,1.0,15.0,129981.4305
703.01,1.0,2.0,590.18,25.89,6.0,84.44,19.2,96.23,2.33,4.0,1.0,2.0,1.0,11.0,37976.96799
1457.02,3.0,3.0,193.61,66.17,6.0,49.06,15.12,91.6,1.88,5.0,5.0,7.0,1.0,18.0,323044.9573
756.5,2.0,2.0,94.81,24.76,7.0,87.91,9.44,94.32,1.68,6.0,8.0,8.0,1.0,12.0,46800.52517
1096.37,3.0,4.0,515.33,75.94,8.0,8.97,6.01,87.0,1.12,7.0,6.0,5.0,1.0,10.0,532327.9057
2161.12,4.0,2.0,169.74,31.7,8.0,84.31,17.59,98.35,1.4,8.0,1.0,6.0,1.0,10.0,777690.5729624999
1754.56,4.0,5.0,451.19,19.77,8.0,49.47,4.73,96.63,1.12,7.0,8.0,6.0,1.0,22.0,777690.5729624999
912.52,5.0,2.0,208.85,14.16,8.0,15.59,7.58,99.46,1.47,3.0,1.0,3.0,1.0,19.0,168024.6563
1118.5,1.0,1.0,797.38,11.84,8.0,61.14,7.53,88.99,1.33,2.0,8.0,6.0,1.0,21.0,61565.04323
